Name,Platforms,Country,Language,Handle,Contact_Value,Source_Link,Est_Conversion_Rate,Category,Tier,Notes
Rohan Karan,Instagram,India,Telugu,@rohankaran_tech974,Low ($762),https://platform.com/rohankaran_tech974,4.85%,Tech,Micro,Mock Data - Ready for Outreach
Chris TV,Instagram,UK,English,@christv_tech774,Low ($199),https://platform.com/christv_tech774,5.3%,Tech,Micro,Mock Data - Ready for Outreach
AmitTech,Instagram,India,Telugu,@amittech_tech469,Low ($647),https://platform.com/amittech_tech469,5.1%,Tech,Micro,Mock Data - Ready for Outreach
RahulTech,Instagram,India,English,@rahultech_tech783,Low ($499),https://platform.com/rahultech_tech783,4.66%,Tech,Micro,Mock Data - Ready for Outreach
Vikram World,Twitch,India,Hindi,@vikramworld_gaming156,Low ($890),https://platform.com/vikramworld_gaming156,5.41%,Gaming,Micro,Mock Data - Ready for Outreach
Tom Hub,Instagram,USA,English,@tomhub_gaming278,Medium ($4k),https://platform.com/tomhub_gaming278,3.39%,Gaming,Mid,Mock Data - Ready for Outreach
Sarah Tom,Twitter/X,USA,English,@sarahtom_tech457,Low ($670),https://platform.com/sarahtom_tech457,4.52%,Tech,Micro,Mock Data - Ready for Outreach
DavidTech,Instagram,Germany,English,@davidtech_tech956,Low ($428),https://platform.com/davidtech_tech956,4.68%,Tech,Micro,Mock Data - Ready for Outreach
Tom TV,Twitter/X,UK,English,@tomtv_tech946,Low ($100),https://platform.com/tomtv_tech946,5.77%,Tech,Micro,Mock Data - Ready for Outreach
Priya Rahul,Twitter/X,India,Telugu,@priyarahul_gaming744,Low ($695),https://platform.com/priyarahul_gaming744,4.3%,Gaming,Micro,Mock Data - Ready for Outreach
Arjun Amit,YouTube/Instagram,India,Hindi,@arjunamit_tech514,Low ($244),https://platform.com/arjunamit_tech514,5.91%,Tech,Micro,Mock Data - Ready for Outreach
NishaTech,Twitter/X,India,Hindi/English,@nishatech_tech807,Low ($799),https://platform.com/nishatech_tech807,5.71%,Tech,Micro,Mock Data - Ready for Outreach
SarahTech,Twitter/X,Canada,English,@sarahtech_tech961,Low ($278),https://platform.com/sarahtech_tech961,5.7%,Tech,Micro,Mock Data - Ready for Outreach
TVProfessional,YouTube,USA,English,@tvprofessional_professional775,Low ($883),https://platform.com/tvprofessional_professional775,4.02%,Professional,Micro,Mock Data - Ready for Outreach
AmitTech,YouTube/Instagram,India,Hindi,@amittech_tech171,Low ($599),https://platform.com/amittech_tech171,5.17%,Tech,Micro,Mock Data - Ready for Outreach
EmmaGaming,Instagram,Australia,English,@emmagaming_gaming443,Low ($652),https://platform.com/emmagaming_gaming443,5.43%,Gaming,Micro,Mock Data - Ready for Outreach
RahulTech,YouTube/Instagram,India,Telugu,@rahultech_tech874,Low ($684),https://platform.com/rahultech_tech874,5.66%,Tech,Micro,Mock Data - Ready for Outreach
NishaProfessional,Twitter/X,India,Hindi,@nishaprofessional_professional962,Low ($185),https://platform.com/nishaprofessional_professional962,4.56%,Professional,Micro,Mock Data - Ready for Outreach
HubTech,Twitter/X,UK,English,@hubtech_tech805,Low ($515),https://platform.com/hubtech_tech805,4.99%,Tech,Micro,Mock Data - Ready for Outreach
AnjaliTech,YouTube,India,Telugu,@anjalitech_tech206,Low ($269),https://platform.com/anjalitech_tech206,5.3%,Tech,Micro,Mock Data - Ready for Outreach
Rahul World,Twitter/X,India,Hindi,@rahulworld_tech616,Low ($624),https://platform.com/rahulworld_tech616,5.53%,Tech,Micro,Mock Data - Ready for Outreach
AnjaliProfessional,Instagram,India,Hindi,@anjaliprofessional_professional576,Low ($535),https://platform.com/anjaliprofessional_professional576,5.36%,Professional,Micro,Mock Data - Ready for Outreach
ArjunTech,Instagram,India,Hindi/English,@arjuntech_tech531,Low ($544),https://platform.com/arjuntech_tech531,5.87%,Tech,Micro,Mock Data - Ready for Outreach
AmitGaming,Twitch,India,Hindi/English,@amitgaming_gaming492,Medium ($1k),https://platform.com/amitgaming_gaming492,2.93%,Gaming,Mid,Mock Data - Ready for Outreach
DavidTech,YouTube,UK,English,@davidtech_tech793,Low ($173),https://platform.com/davidtech_tech793,4.51%,Tech,Micro,Mock Data - Ready for Outreach
Zone Nisha,Twitch,India,Marathi,@zonenisha_professional285,Low ($175),https://platform.com/zonenisha_professional285,4.43%,Professional,Micro,Mock Data - Ready for Outreach
Anna Hub,Twitch,Australia,English,@annahub_tech542,Low ($210),https://platform.com/annahub_tech542,4.68%,Tech,Micro,Mock Data - Ready for Outreach
Sneha Nisha,Instagram,India,Tamil,@snehanisha_professional513,Medium ($5k),https://platform.com/snehanisha_professional513,2.53%,Professional,Mid,Mock Data - Ready for Outreach
EmmaTech,YouTube/Instagram,UK,English,@emmatech_tech397,Low ($481),https://platform.com/emmatech_tech397,4.64%,Tech,Micro,Mock Data - Ready for Outreach
ZoneGaming,YouTube,India,English,@zonegaming_gaming259,Low ($830),https://platform.com/zonegaming_gaming259,4.76%,Gaming,Micro,Mock Data - Ready for Outreach
VikramTech,Twitch,India,Tamil,@vikramtech_tech727,Low ($794),https://platform.com/vikramtech_tech727,5.97%,Tech,Micro,Mock Data - Ready for Outreach
Alex Tech,Twitch,USA,English,@alextech_tech527,Low ($367),https://platform.com/alextech_tech527,5.58%,Tech,Micro,Mock Data - Ready for Outreach
Gaming Hub,Twitter/X,Canada,English,@gaminghub_tech426,Medium ($4k),https://platform.com/gaminghub_tech426,4.49%,Tech,Mid,Mock Data - Ready for Outreach
Anna Gaming,Twitter/X,Australia,English,@annagaming_tech317,Medium ($1k),https://platform.com/annagaming_tech317,3.43%,Tech,Mid,Mock Data - Ready for Outreach
JessicaGaming,Twitter/X,USA,English,@jessicagaming_gaming271,Low ($696),https://platform.com/jessicagaming_gaming271,4.81%,Gaming,Micro,Mock Data - Ready for Outreach
RahulTech,Twitch,India,Tamil,@rahultech_tech785,Low ($447),https://platform.com/rahultech_tech785,4.8%,Tech,Micro,Mock Data - Ready for Outreach
Chris Hub,YouTube,Australia,English,@chrishub_gaming62,Low ($670),https://platform.com/chrishub_gaming62,4.31%,Gaming,Micro,Mock Data - Ready for Outreach
Zone Arjun,Twitch,India,Tamil,@zonearjun_gaming861,Low ($712),https://platform.com/zonearjun_gaming861,4.53%,Gaming,Micro,Mock Data - Ready for Outreach
Plays Emma,YouTube,UK,English,@playsemma_tech970,Low ($252),https://platform.com/playsemma_tech970,4.55%,Tech,Micro,Mock Data - Ready for Outreach
Rahul Priya,Twitch,India,Marathi,@rahulpriya_tech168,Low ($454),https://platform.com/rahulpriya_tech168,5.63%,Tech,Micro,Mock Data - Ready for Outreach
Gamer Priya,YouTube/Instagram,India,Hindi/English,@gamerpriya_gaming239,Low ($397),https://platform.com/gamerpriya_gaming239,4.02%,Gaming,Micro,Mock Data - Ready for Outreach
Sarah Plays,YouTube/Instagram,Germany,English,@sarahplays_gaming691,Low ($730),https://platform.com/sarahplays_gaming691,4.73%,Gaming,Micro,Mock Data - Ready for Outreach
VikramTech,YouTube,India,Hindi/English,@vikramtech_tech741,Low ($184),https://platform.com/vikramtech_tech741,5.79%,Tech,Micro,Mock Data - Ready for Outreach
Mike Tech,Twitter/X,USA,English,@miketech_tech473,Low ($393),https://platform.com/miketech_tech473,5.89%,Tech,Micro,Mock Data - Ready for Outreach
EmmaGaming,YouTube,Australia,English,@emmagaming_gaming977,Low ($359),https://platform.com/emmagaming_gaming977,5.38%,Gaming,Micro,Mock Data - Ready for Outreach
Priya Nisha,YouTube,India,Telugu,@priyanisha_gaming797,Low ($167),https://platform.com/priyanisha_gaming797,5.4%,Gaming,Micro,Mock Data - Ready for Outreach
RohanTech,Twitter/X,India,Hindi/English,@rohantech_tech704,Low ($579),https://platform.com/rohantech_tech704,4.67%,Tech,Micro,Mock Data - Ready for Outreach
TVTech,YouTube,USA,English,@tvtech_tech506,Low ($354),https://platform.com/tvtech_tech506,5.88%,Tech,Micro,Mock Data - Ready for Outreach
Amit Karan,Twitch,India,Telugu,@amitkaran_gaming890,Low ($470),https://platform.com/amitkaran_gaming890,4.41%,Gaming,Micro,Mock Data - Ready for Outreach
AnjaliGaming,Twitter/X,India,Marathi,@anjaligaming_gaming991,Low ($374),https://platform.com/anjaligaming_gaming991,4.39%,Gaming,Micro,Mock Data - Ready for Outreach
PlaysProfessional,Twitter/X,Canada,English,@playsprofessional_professional171,Low ($367),https://platform.com/playsprofessional_professional171,4.39%,Professional,Micro,Mock Data - Ready for Outreach
Sneha Sneha,YouTube/Instagram,India,Hindi,@snehasneha_gaming664,Low ($430),https://platform.com/snehasneha_gaming664,5.04%,Gaming,Micro,Mock Data - Ready for Outreach
WorldGaming,Instagram,India,Hindi,@worldgaming_gaming373,Low ($490),https://platform.com/worldgaming_gaming373,4.24%,Gaming,Micro,Mock Data - Ready for Outreach
Zone Tech,Twitter/X,India,Telugu,@zonetech_gaming554,Medium ($4k),https://platform.com/zonetech_gaming554,3.43%,Gaming,Mid,Mock Data - Ready for Outreach
WorldTech,Twitter/X,India,Telugu,@worldtech_tech123,Medium ($3k),https://platform.com/worldtech_tech123,4.49%,Tech,Mid,Mock Data - Ready for Outreach
JessicaProfessional,Instagram,USA,English,@jessicaprofessional_professional676,Low ($731),https://platform.com/jessicaprofessional_professional676,4.72%,Professional,Micro,Mock Data - Ready for Outreach
GamingGaming,YouTube,UK,English,@gaminggaming_gaming707,Medium ($4k),https://platform.com/gaminggaming_gaming707,3.57%,Gaming,Mid,Mock Data - Ready for Outreach
David Alex,YouTube,UK,English,@davidalex_gaming844,Low ($244),https://platform.com/davidalex_gaming844,4.67%,Gaming,Micro,Mock Data - Ready for Outreach
World Rohan,YouTube/Instagram,India,Telugu,@worldrohan_gaming597,Low ($486),https://platform.com/worldrohan_gaming597,5.06%,Gaming,Micro,Mock Data - Ready for Outreach
Rahul Priya,Twitch,India,Tamil,@rahulpriya_gaming807,Low ($638),https://platform.com/rahulpriya_gaming807,4.11%,Gaming,Micro,Mock Data - Ready for Outreach
KaranGaming,Twitter/X,India,Tamil,@karangaming_gaming987,Low ($610),https://platform.com/karangaming_gaming987,5.26%,Gaming,Micro,Mock Data - Ready for Outreach
Ryan Jessica,Twitch,UK,English,@ryanjessica_tech429,Low ($574),https://platform.com/ryanjessica_tech429,4.58%,Tech,Micro,Mock Data - Ready for Outreach
Sneha Nisha,Instagram,India,Telugu,@snehanisha_tech766,Low ($700),https://platform.com/snehanisha_tech766,5.73%,Tech,Micro,Mock Data - Ready for Outreach
OfficialTech,Twitch,India,Tamil,@officialtech_tech742,Medium ($3k),https://platform.com/officialtech_tech742,4.39%,Tech,Mid,Mock Data - Ready for Outreach
Sarah Mike,YouTube,Canada,English,@sarahmike_tech60,Medium ($3k),https://platform.com/sarahmike_tech60,3.59%,Tech,Mid,Mock Data - Ready for Outreach
PriyaGaming,Instagram,India,Marathi,@priyagaming_gaming514,Medium ($2k),https://platform.com/priyagaming_gaming514,2.88%,Gaming,Mid,Mock Data - Ready for Outreach
SnehaTech,Instagram,India,Telugu,@snehatech_tech760,Low ($314),https://platform.com/snehatech_tech760,5.3%,Tech,Micro,Mock Data - Ready for Outreach
Amit Official,Twitch,India,Marathi,@amitofficial_gaming395,Low ($263),https://platform.com/amitofficial_gaming395,4.18%,Gaming,Micro,Mock Data - Ready for Outreach
Sarah Plays,Twitch,USA,English,@sarahplays_tech310,Medium ($2k),https://platform.com/sarahplays_tech310,3.59%,Tech,Mid,Mock Data - Ready for Outreach
MikeTech,YouTube,Germany,English,@miketech_tech696,Low ($727),https://platform.com/miketech_tech696,4.57%,Tech,Micro,Mock Data - Ready for Outreach
Nisha Vikram,YouTube/Instagram,India,Marathi,@nishavikram_tech918,Low ($226),https://platform.com/nishavikram_tech918,4.7%,Tech,Micro,Mock Data - Ready for Outreach
Rahul World,YouTube/Instagram,India,Marathi,@rahulworld_tech985,Low ($361),https://platform.com/rahulworld_tech985,5.59%,Tech,Micro,Mock Data - Ready for Outreach
AnjaliTech,YouTube/Instagram,India,Telugu,@anjalitech_tech267,Low ($390),https://platform.com/anjalitech_tech267,5.25%,Tech,Micro,Mock Data - Ready for Outreach
Amit Nisha,Twitch,India,Tamil,@amitnisha_tech554,Low ($327),https://platform.com/amitnisha_tech554,4.85%,Tech,Micro,Mock Data - Ready for Outreach
VikramProfessional,YouTube,India,Hindi/English,@vikramprofessional_professional508,Low ($857),https://platform.com/vikramprofessional_professional508,5.39%,Professional,Micro,Mock Data - Ready for Outreach
Vikram Amit,YouTube,India,Hindi,@vikramamit_tech960,Medium ($1k),https://platform.com/vikramamit_tech960,3.97%,Tech,Mid,Mock Data - Ready for Outreach
Gaming TV,YouTube,USA,English,@gamingtv_gaming654,Low ($788),https://platform.com/gamingtv_gaming654,4.67%,Gaming,Micro,Mock Data - Ready for Outreach
GamerGaming,Instagram,India,English,@gamergaming_gaming427,Low ($212),https://platform.com/gamergaming_gaming427,4.81%,Gaming,Micro,Mock Data - Ready for Outreach
OfficialGaming,Twitter/X,India,English,@officialgaming_gaming683,Low ($483),https://platform.com/officialgaming_gaming683,5.32%,Gaming,Micro,Mock Data - Ready for Outreach
Vikram Priya,Instagram,India,Hindi,@vikrampriya_tech139,Low ($881),https://platform.com/vikrampriya_tech139,5.09%,Tech,Micro,Mock Data - Ready for Outreach
PriyaTech,Twitter/X,India,Tamil,@priyatech_tech203,Low ($332),https://platform.com/priyatech_tech203,5.1%,Tech,Micro,Mock Data - Ready for Outreach
Tom Chris,YouTube,Canada,English,@tomchris_tech587,Low ($224),https://platform.com/tomchris_tech587,5.72%,Tech,Micro,Mock Data - Ready for Outreach
JessicaTech,Twitch,UK,English,@jessicatech_tech796,Low ($884),https://platform.com/jessicatech_tech796,5.21%,Tech,Micro,Mock Data - Ready for Outreach
Hub Hub,YouTube/Instagram,Germany,English,@hubhub_tech412,Low ($661),https://platform.com/hubhub_tech412,4.91%,Tech,Micro,Mock Data - Ready for Outreach
AlexTech,YouTube/Instagram,Australia,English,@alextech_tech456,Low ($171),https://platform.com/alextech_tech456,5.29%,Tech,Micro,Mock Data - Ready for Outreach
PriyaGaming,YouTube,India,Hindi/English,@priyagaming_gaming442,Low ($386),https://platform.com/priyagaming_gaming442,5.0%,Gaming,Micro,Mock Data - Ready for Outreach
ArjunTech,Twitter/X,India,Tamil,@arjuntech_tech672,Low ($488),https://platform.com/arjuntech_tech672,4.67%,Tech,Micro,Mock Data - Ready for Outreach
VikramProfessional,Instagram,India,Hindi/English,@vikramprofessional_professional394,Low ($352),https://platform.com/vikramprofessional_professional394,4.68%,Professional,Micro,Mock Data - Ready for Outreach
SarahGaming,YouTube,USA,English,@sarahgaming_gaming667,Medium ($2k),https://platform.com/sarahgaming_gaming667,2.52%,Gaming,Mid,Mock Data - Ready for Outreach
David Gaming,YouTube/Instagram,UK,English,@davidgaming,High ($47k+),https://platform.com/davidgaming,2.1%,Gaming,Mega,Mock Data - Ready for Outreach
Arjun Amit,Instagram,India,Marathi,@arjunamit_gaming193,Medium ($5k),https://platform.com/arjunamit_gaming193,2.87%,Gaming,Mid,Mock Data - Ready for Outreach
WorldGaming,Instagram,India,English,@worldgaming_gaming690,Low ($123),https://platform.com/worldgaming_gaming690,4.6%,Gaming,Micro,Mock Data - Ready for Outreach
RohanTech,YouTube/Instagram,India,Hindi/English,@rohantech_tech232,Low ($737),https://platform.com/rohantech_tech232,4.97%,Tech,Micro,Mock Data - Ready for Outreach
Rahul Rohan,YouTube,India,English,@rahulrohan_tech919,Low ($261),https://platform.com/rahulrohan_tech919,5.1%,Tech,Micro,Mock Data - Ready for Outreach
Jessica Alex,Twitter/X,Australia,English,@jessicaalex_tech678,Medium ($1k),https://platform.com/jessicaalex_tech678,4.19%,Tech,Mid,Mock Data - Ready for Outreach
AnjaliTech,Instagram,India,Marathi,@anjalitech_tech345,Medium ($1k),https://platform.com/anjalitech_tech345,3.17%,Tech,Mid,Mock Data - Ready for Outreach
TechTech,YouTube/Instagram,India,Tamil,@techtech_tech972,Low ($717),https://platform.com/techtech_tech972,5.14%,Tech,Micro,Mock Data - Ready for Outreach
ArjunTech,YouTube,India,Hindi,@arjuntech_tech469,Medium ($3k),https://platform.com/arjuntech_tech469,3.56%,Tech,Mid,Mock Data - Ready for Outreach
Official Karan,Twitch,India,Telugu,@officialkaran_tech891,Low ($426),https://platform.com/officialkaran_tech891,5.63%,Tech,Micro,Mock Data - Ready for Outreach
TomTech,YouTube,USA,English,@tomtech_tech332,Low ($176),https://platform.com/tomtech_tech332,5.28%,Tech,Micro,Mock Data - Ready for Outreach
SarahGaming,YouTube/Instagram,Canada,English,@sarahgaming_gaming72,Low ($756),https://platform.com/sarahgaming_gaming72,4.93%,Gaming,Micro,Mock Data - Ready for Outreach
Amit Rahul,Instagram,India,English,@amitrahul_tech913,Low ($101),https://platform.com/amitrahul_tech913,5.32%,Tech,Micro,Mock Data - Ready for Outreach
ZoneTech,Instagram,India,English,@zonetech_tech735,Low ($856),https://platform.com/zonetech_tech735,5.69%,Tech,Micro,Mock Data - Ready for Outreach
Anna David,YouTube/Instagram,UK,English,@annadavid_tech751,Low ($221),https://platform.com/annadavid_tech751,5.92%,Tech,Micro,Mock Data - Ready for Outreach
Emma Tom,Twitch,UK,English,@emmatom_tech952,Medium ($5k),https://platform.com/emmatom_tech952,3.97%,Tech,Mid,Mock Data - Ready for Outreach
Karan Sneha,YouTube,India,Marathi,@karansneha_tech230,Low ($163),https://platform.com/karansneha_tech230,5.74%,Tech,Micro,Mock Data - Ready for Outreach
Zone World,Twitter/X,India,Marathi,@zoneworld_professional851,Low ($581),https://platform.com/zoneworld_professional851,5.18%,Professional,Micro,Mock Data - Ready for Outreach
Karan Arjun,Twitter/X,India,Telugu,@karanarjun_tech425,Medium ($4k),https://platform.com/karanarjun_tech425,3.65%,Tech,Mid,Mock Data - Ready for Outreach
Rohan Vikram,Twitter/X,India,Telugu,@rohanvikram_tech100,Medium ($4k),https://platform.com/rohanvikram_tech100,3.77%,Tech,Mid,Mock Data - Ready for Outreach
World Priya,Twitter/X,India,Telugu,@worldpriya_tech352,Low ($127),https://platform.com/worldpriya_tech352,4.62%,Tech,Micro,Mock Data - Ready for Outreach
Official Arjun,YouTube/Instagram,India,Tamil,@officialarjun_tech443,Low ($380),https://platform.com/officialarjun_tech443,4.51%,Tech,Micro,Mock Data - Ready for Outreach
